id,filename,class,nn1
5587,TRAIN_2049_p_131897807553083167L,p,train
5588,TRAIN_4281_f_131897841850103725L,f,train
5589,TRAIN_5030_b_131897853444372664L,b,train
5590,TRAIN_5582_a_131897862029845285L,a,train
5591,TRAIN_3837_p_131897842053638056L,p,train
5592,TRAIN_1689_p_131897811228330102L,p,train
5593,TRAIN_438_f_131897783257944714L,f,train
5594,TRAIN_3302_a_131897826629668830L,a,train
5595,TEST_4854_a_131897850739023915L,a,valid
5596,TRAIN_1607_a_131897800844438401L,a,train
5597,TRAIN_2976_f_131897829679520695L,f,train
5598,TRAIN_789_p_131897788479891990L,p,train
5599,TEST_3307_p_131897826701664769L,p,valid
5600,TRAIN_2547_f_131897815113299458L,f,train
5601,TRAIN_4271_f_131897841700249986L,f,train
5602,TRAIN_2841_f_131897819640130264L,f,train
5603,TRAIN_2882_p_131897828315073719L,p,train
5604,TRAIN_2936_f_131897821043839146L,f,train
5605,VALID_846_f_131897789314479077L,f,test
5606,TRAIN_5184_p_131897855843128726L,p,train
5607,TRAIN_5479_p_131897865969686634L,p,train
5608,TRAIN_3670_f_131897839631411406L,f,train
5609,TRAIN_4918_b_131897857715416686L,b,train
5610,TRAIN_12_p_131897777130082554L,p,train
5611,TRAIN_3868_p_131897835375594630L,p,train
5612,VALID_749_a_131897797858658529L,a,test
5613,TRAIN_865_p_131897799481703799L,p,train
5614,TRAIN_3948_b_131897843644489950L,b,train
5615,TRAIN_5441_p_131897865403097534L,p,train
5616,TRAIN_1822_b_131897804090907425L,b,train
5617,TRAIN_1992_b_131897806703425390L,b,train
5618,TEST_4615_a_131897847028567294L,a,valid
5619,TRAIN_1577_p_131897800363193551L,p,train
5620,TEST_5293_b_131897863266288714L,b,valid
5621,TRAIN_5862_b_131897866328876931L,b,train
5622,TRAIN_1597_f_131897809934988806L,f,train
5623,TRAIN_2985_a_131897829813592100L,a,train
5624,TRAIN_2661_a_131897825151791596L,a,train
5625,TRAIN_3628_f_131897831635616717L,f,train
5626,TRAIN_2455_p_131897813720382566L,p,train
5627,TRAIN_5091_a_131897860260061739L,a,train
5628,TRAIN_163_b_131897789935477020L,b,train
5629,TRAIN_3457_p_131897836532997580L,p,train
5630,TRAIN_1635_a_131897801276918092L,a,train
5631,TRAIN_1451_f_131897798441518576L,f,train
5632,TEST_624_b_131897796153894389L,b,valid
5633,VALID_2055_p_131897807634966924L,p,test
5634,TRAIN_5662_b_131897868560114180L,b,train
5635,TRAIN_2436_a_131897813428760321L,a,train
5636,TRAIN_5220_p_131897856415946249L,p,train
5637,TRAIN_2686_f_131897825525561319L,f,train
5638,TRAIN_3666_a_131897839571252811L,a,train
5639,TRAIN_3663_p_131897832176401715L,p,train
5640,VALID_5489_b_131897860585934797L,b,test
5641,TRAIN_2923_f_131897828889166258L,f,train
5642,TRAIN_2652_a_131897816727251208L,a,train
5643,TRAIN_2505_a_131897822905885459L,a,train
5644,VALID_1583_f_131897800458942430L,f,test
5645,TEST_5696_a_131897863738435272L,a,valid
5646,TRAIN_1325_a_131897796512283964L,a,train
5647,VALID_5202_a_131897861870753065L,a,test
5648,VALID_2249_b_131897810586434671L,b,test
5649,VALID_2341_f_131897811983491208L,f,test
5650,TRAIN_2440_p_131897821984276205L,p,train
5651,TEST_5120_a_131897854841483080L,a,valid
5652,VALID_4052_p_131897838253360463L,p,test
5653,TRAIN_3070_f_131897831035215438L,f,train
5654,TRAIN_5549_b_131897866942074100L,b,train
5655,TEST_1155_b_131897793837284684L,b,valid
5656,TRAIN_610_p_131897795967323995L,p,train
5657,VALID_5947_p_131897867644993241L,p,test
5658,VALID_3619_f_131897838885129177L,f,test
5659,TRAIN_3551_a_131897837866490399L,a,train
5660,TRAIN_3925_a_131897836272568949L,a,train
5661,TRAIN_2527_a_131897814825738550L,a,train
5662,TRAIN_3318_f_131897834589629702L,f,train
5663,TRAIN_248_b_131897780418619652L,b,train
5664,TRAIN_401_p_131897793141418881L,p,train
5665,VALID_2629_p_131897824697234932L,p,test
5666,VALID_2075_a_131897816649351461L,a,test
5667,TEST_3373_a_131897827689061083L,a,valid
5668,TEST_2071_p_131897816594036448L,p,valid
5669,TRAIN_1755_b_131897803061255391L,b,train
5670,TRAIN_425_p_131897783062533888L,p,train
5671,TRAIN_3647_a_131897839293897933L,a,train
5672,TRAIN_190_p_131897790291130801L,p,train
5673,VALID_1178_p_131897794166641359L,p,test
5674,TRAIN_205_f_131897790486297005L,f,train
5675,VALID_2894_p_131897820440072928L,p,test
5676,TRAIN_2931_p_131897820974765014L,p,train
5677,TRAIN_4779_p_131897855694233337L,p,train
5678,TRAIN_3353_a_131897835097465136L,a,train
5679,TRAIN_318_f_131897791991676044L,f,train
5680,TEST_5180_a_131897861536989387L,a,valid
5681,TRAIN_4591_b_131897846652194876L,b,train
5682,TRAIN_3321_a_131897826902642990L,a,train
5683,TRAIN_3559_a_131897837975713453L,a,train
5684,TRAIN_1660_p_131897801635981855L,p,train
5685,TEST_3491_p_131897829527116222L,p,valid
5686,TEST_5292_b_131897863249882446L,b,valid
5687,TRAIN_4372_p_131897843241539895L,p,train
5688,VALID_3603_b_131897838660742576L,b,test
5689,TRAIN_2027_a_131897807233757274L,a,train
5690,TEST_2118_a_131897808598033122L,a,valid
5691,TEST_4068_a_131897838520773767L,a,valid
5692,VALID_3916_b_131897836128211463L,b,test
5693,VALID_2530_p_131897814867081323L,p,test
5694,VALID_3645_p_131897831904540386L,p,test
5695,TRAIN_1743_p_131897811992427120L,p,train
5696,VALID_5830_p_131897870991315357L,p,test
5697,VALID_1962_f_131897806261639177L,f,test
5698,VALID_52_b_131897788487601455L,b,test
5699,VALID_1153_f_131897793806314510L,f,test
5700,TRAIN_3336_f_131897834845579560L,f,train
5701,TRAIN_2919_f_131897820802993465L,f,train
5702,VALID_969_a_131897800936612771L,a,test
5703,TRAIN_3539_p_131897830266350899L,p,train
5704,TRAIN_436_a_131897783226721598L,a,train
5705,TRAIN_790_a_131897798439467164L,a,train
5706,TRAIN_4248_f_131897841342062448L,f,train
5707,TRAIN_1758_f_131897803108109313L,f,train
5708,TRAIN_3936_b_131897843467451781L,b,train
5709,TEST_62_f_131897777795948951L,f,valid
5710,TEST_3707_p_131897832849196868L,p,valid
5711,VALID_4611_p_131897846967797548L,p,test
5712,TRAIN_884_f_131897789866092405L,f,train
5713,VALID_301_b_131897791767133911L,b,test
5714,TRAIN_5095_b_131897860310844817L,b,train
5715,TRAIN_599_a_131897785662731739L,a,train
5716,TRAIN_1264_f_131897795496738537L,f,train
5717,TRAIN_2784_p_131897818784366534L,p,train
5718,TRAIN_978_p_131897801053805332L,p,train
5719,TRAIN_2107_f_131897817110777085L,f,train
5720,TEST_829_b_131897798979960305L,b,valid
5721,VALID_3986_f_131897837216091560L,f,test
5722,TRAIN_362_b_131897782100909615L,b,train
5723,TRAIN_4323_p_131897849061754573L,p,train
5724,TRAIN_3032_f_131897822521663492L,f,train
5725,TRAIN_5732_a_131897864275248530L,a,train
5726,TRAIN_1728_p_131897802637258720L,p,train
5727,TRAIN_5019_b_131897859211889527L,b,train
5728,VALID_3025_f_131897830390025841L,f,test
5729,VALID_1227_b_131897804585370725L,b,test
5730,TRAIN_2799_p_131897819008865807L,p,train
5731,TRAIN_669_b_131897786694878914L,b,train
5732,TEST_510_b_131897794615391957L,b,valid
5733,TRAIN_462_p_131897783641084395L,p,train
5734,TRAIN_4502_a_131897851655305376L,a,train
5735,TRAIN_1913_f_131897814384253066L,f,train
5736,TRAIN_4361_f_131897843077269523L,f,train
5737,VALID_5480_b_131897860445900499L,b,test
5738,TRAIN_201_a_131897779750571203L,a,train
5739,TEST_3967_b_131897843905282893L,b,valid
5740,TRAIN_2242_b_131897819089148687L,b,train
5741,TRAIN_920_f_131897800236269852L,f,train
5742,TRAIN_5454_p_131897860022084623L,p,train
5743,TRAIN_4605_p_131897846864390032L,p,train
5744,TRAIN_3016_p_131897822267932423L,p,train
5745,TRAIN_4721_p_131897854824355062L,p,train
5746,VALID_2906_b_131897820617491042L,b,test
5747,TEST_4114_f_131897839242703588L,f,valid
5748,TRAIN_4415_f_131897843929675232L,f,train
5749,VALID_5714_f_131897869302802729L,f,test
5750,TRAIN_3037_a_131897830560816008L,a,train
5751,TRAIN_3593_f_131897838500735617L,f,train
5752,VALID_853_b_131897789417878131L,b,test
5753,TEST_3500_p_131897837140208875L,p,valid
5754,VALID_2153_f_131897817764088160L,f,test
5755,TRAIN_1220_f_131897794796247748L,f,train
5756,TRAIN_288_a_131897791590721271L,a,train
5757,TRAIN_4505_p_131897851698589300L,p,train
5758,TRAIN_5534_b_131897861277887586L,b,train
5759,TRAIN_967_p_131897800910674220L,p,train
5760,TRAIN_1912_a_131897805466317909L,a,train
5761,TRAIN_1319_a_131897796416524086L,a,train
5762,VALID_5760_p_131897869970644316L,p,test
5763,TRAIN_4076_b_131897845465194745L,b,train
5764,VALID_3150_p_131897832173256160L,p,test
5765,VALID_1609_p_131897800872308216L,p,test
5766,VALID_3527_p_131897830098089428L,p,test
5767,VALID_4804_b_131897849974537086L,b,test
5768,TRAIN_2974_b_131897821623071798L,b,train
5769,VALID_5711_b_131897869259519977L,b,test
5770,TRAIN_778_a_131897788319840674L,a,train
5771,TRAIN_2810_f_131897827276272714L,f,train
5772,TRAIN_915_f_131897800163610201L,f,train
5773,TRAIN_992_a_131897801240688050L,a,train
5774,VALID_3164_b_131897824543002112L,b,test
5775,TEST_3987_p_131897837231799126L,p,valid
5776,TRAIN_3711_p_131897832913811330L,p,train
5777,TRAIN_69_p_131897788707767060L,p,train
5778,TRAIN_3310_b_131897834471030265L,b,train
5779,VALID_1141_p_131897793633171026L,p,test
5780,TRAIN_3490_a_131897837001452877L,a,train
5781,TEST_452_f_131897783468533977L,f,valid
5782,VALID_2656_p_131897816788820546L,p,test
5783,TRAIN_1719_f_131897811650848387L,f,train
5784,VALID_1338_a_131897796716790058L,a,test
5785,TRAIN_1905_a_131897814271593071L,a,train
5786,TRAIN_1423_b_131897807392371422L,b,train
5787,TEST_587_b_131897785484013257L,b,valid
5788,TRAIN_5280_f_131897857358035321L,f,train
5789,TRAIN_1860_b_131897813623906763L,b,train
5790,VALID_3421_b_131897836051570502L,b,test
5791,TRAIN_1935_p_131897805830674479L,p,train
5792,TRAIN_1588_f_131897809807637937L,f,train
5793,TRAIN_2124_a_131897817348600770L,a,train
5794,TRAIN_5918_f_131897872255595500L,f,train
5795,TRAIN_5966_f_131897872942656212L,f,train
5796,TEST_4904_b_131897851487678636L,b,valid
5797,TRAIN_4952_p_131897852233445054L,p,train
5798,VALID_5818_f_131897865631139526L,f,test
5799,TRAIN_663_p_131897796703139775L,p,train
5800,TRAIN_244_f_131897790993194826L,f,train
5801,TRAIN_1789_p_131897803577497866L,p,train
5802,VALID_4735_f_131897855022956283L,f,test
5803,VALID_2046_a_131897816242301093L,a,test
5804,TRAIN_3565_f_131897838061811172L,f,train
5805,TRAIN_547_f_131897795105255264L,f,train
5806,TEST_2395_a_131897821338465688L,a,valid
5807,TRAIN_1518_p_131897808791966547L,p,train
5808,TRAIN_1432_a_131897807525034990L,a,train
5809,TRAIN_4638_p_131897847392918181L,p,train
5810,TRAIN_5989_a_131897873292826458L,a,train
5811,TRAIN_1463_p_131897798623811284L,p,train
5812,VALID_5455_a_131897865603576177L,a,test
5813,TRAIN_2011_f_131897815755561131L,f,train
5814,VALID_2570_f_131897815481236470L,f,test
5815,TRAIN_543_p_131897784858292071L,p,train
5816,TEST_3821_p_131897834619069861L,p,valid
5817,TRAIN_4046_a_131897845035955574L,a,train
5818,TRAIN_3103_f_131897831506808837L,f,train
5819,TRAIN_1625_b_131897801127335577L,b,train
5820,TRAIN_3466_f_131897836665503107L,f,train
5821,TRAIN_4154_b_131897846598682578L,b,train
5822,TEST_3463_b_131897829085690650L,b,valid
5823,VALID_3104_p_131897831522591168L,p,test
5824,VALID_1313_f_131897796324881090L,f,test
5825,VALID_2292_f_131897819837150128L,f,test
5826,TRAIN_5491_a_131897866142662661L,a,train
5827,TRAIN_4185_f_131897847050574474L,f,train
5828,TRAIN_2544_a_131897823461700811L,a,train
5829,VALID_3423_f_131897836080009639L,f,test
5830,VALID_4873_f_131897851011112640L,f,test
5831,VALID_2971_a_131897821576225604L,a,test
5832,TRAIN_2685_p_131897817216959342L,p,train
5833,VALID_857_p_131897799365603095L,p,test
5834,TRAIN_2651_p_131897816713598978L,p,train
5835,VALID_1912_p_131897814372377968L,p,test
5836,TRAIN_552_a_131897784987369844L,a,train
5837,TRAIN_5581_f_131897867401938274L,f,train
5838,TRAIN_2650_a_131897816697504781L,a,train
5839,VALID_3029_p_131897822478397321L,p,test
5840,TRAIN_4230_p_131897841049181850L,p,train
5841,TRAIN_3889_p_131897835709893515L,p,train
5842,TRAIN_4496_p_131897851560770904L,p,train
5843,VALID_1667_a_131897810916907194L,a,test
5844,TRAIN_5612_a_131897862484188534L,a,train
5845,TEST_5192_f_131897861717621982L,f,valid
5846,TRAIN_5847_a_131897866084542781L,a,train
5847,TRAIN_2646_a_131897824945372775L,a,train
5848,TRAIN_4929_f_131897851885734403L,f,train
5849,TEST_1997_f_131897815553833417L,f,valid
5850,TRAIN_2192_p_131897818346459674L,p,train
5851,TRAIN_1469_f_131897808071933410L,f,train
5852,VALID_3966_b_131897843892314225L,b,test
5853,VALID_2413_b_131897821590040002L,b,test
5854,TRAIN_2134_b_131897817481887916L,b,train
5855,TRAIN_1985_f_131897806603002934L,f,train
5856,TRAIN_4165_a_131897846763843661L,a,train
5857,VALID_1269_a_131897795577728340L,a,test
5858,TRAIN_517_b_131897794709300624L,b,train
5859,TRAIN_2480_a_131897814113898222L,a,train
5860,TRAIN_1437_a_131897807602069258L,a,train
5861,TRAIN_1867_b_131897813722817318L,b,train
5862,VALID_1641_b_131897810553923019L,b,test
5863,TRAIN_1670_a_131897801786816409L,a,train
5864,TRAIN_2427_a_131897813296901853L,a,train
5865,TRAIN_5772_p_131897864912447531L,p,train
5866,TRAIN_1248_f_131897795237136346L,f,train
5867,TRAIN_2843_b_131897827751920477L,b,train
5868,TRAIN_997_p_131897791497267654L,p,train
5869,TRAIN_4477_f_131897844866985198L,f,train
5870,TRAIN_3362_a_131897827528202122L,a,train
5871,VALID_2518_p_131897823091993883L,p,test
5872,TRAIN_1806_b_131897803835665812L,b,train
5873,TRAIN_2271_f_131897810910498579L,f,train
5874,TRAIN_3109_f_131897831588687875L,f,train
5875,TRAIN_5952_b_131897867720484018L,b,train
5876,TRAIN_3508_f_131897837246307220L,f,train
5877,VALID_895_p_131897799896097350L,p,test
5878,TRAIN_1471_p_131897798752094681L,p,train
5879,TRAIN_5976_b_131897873094224582L,b,train
5880,TRAIN_1585_b_131897809761386157L,b,train
5881,TRAIN_1824_b_131897804120467623L,b,train
5882,TRAIN_4985_b_131897852743906818L,b,train
5883,TRAIN_53_a_131897777677337303L,a,train
5884,VALID_2475_p_131897822479142312L,p,test
5885,TRAIN_499_a_131897794463511627L,a,train
5886,TRAIN_1383_a_131897797386068571L,a,train
5887,TRAIN_5135_f_131897855070724920L,f,train
5888,VALID_584_a_131897785442890664L,a,test
5889,VALID_5366_a_131897864313053603L,a,test
5890,TRAIN_2828_a_131897827529722047L,a,train
5891,TRAIN_1588_a_131897800543800444L,a,train
5892,VALID_2514_p_131897823031986675L,p,test
5893,TRAIN_4519_a_131897851910004627L,a,train
5894,VALID_2645_p_131897824930996102L,p,test
5895,TRAIN_3177_p_131897824747037075L,p,train
5896,TEST_834_p_131897799048869354L,p,valid
5897,TEST_3443_b_131897828776190381L,b,valid
5898,TEST_882_a_131897789837470770L,a,valid
5899,VALID_3417_p_131897835995944341L,p,test
5900,VALID_3458_b_131897836547528708L,b,test
5901,TRAIN_336_a_131897781735883950L,a,train
5902,TRAIN_2472_b_131897813988929406L,b,train
5903,TRAIN_349_a_131897781922627172L,a,train
5904,TRAIN_4072_b_131897845407849737L,b,train
5905,TRAIN_1662_a_131897810851905384L,a,train
5906,TRAIN_4336_p_131897842699990215L,p,train
5907,TRAIN_3863_a_131897842428499225L,a,train
5908,VALID_3005_b_131897830101573963L,b,test
5909,VALID_1814_a_131897812996064335L,a,test
5910,TRAIN_2040_f_131897816154640995L,f,train
5911,TRAIN_538_a_131897784781738420L,a,train
5912,VALID_3467_f_131897836678784602L,f,test
5913,VALID_2867_p_131897828104907139L,p,test
5914,TRAIN_3533_a_131897830174779311L,a,train
5915,TEST_1636_f_131897810483451216L,f,valid
5916,VALID_3435_f_131897828644122572L,f,test
5917,TRAIN_3208_b_131897825213551524L,b,train
5918,TRAIN_3695_b_131897839995961339L,b,train
5919,VALID_1435_b_131897798203367856L,b,test
5920,TRAIN_3879_a_131897842649602375L,a,train
5921,TRAIN_4443_f_131897844363885795L,f,train
5922,VALID_1082_f_131897802530745932L,f,test
5923,TRAIN_2178_p_131897809500219733L,p,train
5924,TRAIN_975_a_131897791178773186L,a,train
5925,VALID_4100_f_131897845798802649L,f,test
5926,TRAIN_3636_a_131897831772373974L,a,train
5927,TRAIN_2639_p_131897816530313861L,p,train
5928,TRAIN_1190_a_131897794347477881L,a,train
5929,TRAIN_1714_b_131897802430943421L,b,train
5930,TRAIN_3529_f_131897830123732126L,f,train
5931,TRAIN_4000_b_131897844373427074L,b,train
5932,VALID_2164_a_131897809287120986L,a,test
5933,VALID_3946_f_131897843620270537L,f,test
5934,TRAIN_3235_p_131897833413164374L,p,train
5935,TEST_2458_b_131897822230069944L,b,valid
5936,TRAIN_1283_a_131897795815664077L,a,train
5937,TEST_5511_a_131897866413767741L,a,valid
5938,VALID_4652_a_131897847611621974L,a,test
5939,TRAIN_4887_a_131897857241334613L,a,train
5940,TRAIN_4035_a_131897837999635914L,a,train
5941,TRAIN_5480_b_131897865983749198L,b,train
5942,TRAIN_3883_b_131897842714291199L,b,train
5943,TRAIN_3425_p_131897836105479803L,p,train
5944,TRAIN_2625_b_131897824645983218L,b,train
5945,TRAIN_3671_a_131897839645631680L,a,train
5946,TRAIN_4841_f_131897856594117112L,f,train
5947,TRAIN_1053_p_131897792336500585L,p,train
5948,VALID_929_a_131897790534493805L,a,test
5949,VALID_4016_f_131897844601562279L,f,test
5950,TRAIN_5263_b_131897857077815041L,b,train
5951,TEST_5798_b_131897865318909045L,b,valid
5952,VALID_499_p_131897784202310045L,p,test
5953,VALID_5822_b_131897870879748025L,b,test
5954,TRAIN_3131_a_131897831902462108L,a,train
5955,VALID_3517_b_131897837372405335L,b,test
5956,TRAIN_4230_a_131897847716696854L,a,train
5957,VALID_469_p_131897794059898394L,p,test
5958,TEST_4387_f_131897843473258931L,f,valid
5959,TRAIN_5408_a_131897864921358915L,a,train
5960,VALID_5821_f_131897865674174670L,f,test
5961,VALID_746_a_131897787831598135L,a,test
5962,TRAIN_95_f_131897789028406980L,f,train
5963,TRAIN_2164_f_131897817926128743L,f,train
5964,TRAIN_4612_a_131897846986361742L,a,train
5965,VALID_182_p_131897790189239042L,p,test
5966,TRAIN_3975_b_131897837039632020L,b,train
5967,TRAIN_919_b_131897800222207565L,b,train
5968,TRAIN_4031_a_131897837944064147L,a,train
5969,TEST_3578_p_131897838272600277L,p,valid
5970,TRAIN_1278_a_131897795731774533L,a,train
5971,TRAIN_5964_b_131897872909686554L,b,train
5972,TRAIN_1474_p_131897808152717372L,p,train
5973,TRAIN_5805_b_131897870639737918L,b,train
5974,VALID_1415_a_131897807265960455L,a,test
5975,TRAIN_2079_b_131897816712168329L,b,train
5976,VALID_165_b_131897779228180464L,b,test
5977,TRAIN_4583_p_131897852827546350L,p,train
5978,TRAIN_2695_b_131897817369814494L,b,train
5979,VALID_724_b_131897797526143058L,b,test
5980,TEST_3148_b_131897832139972202L,b,valid
5981,TRAIN_3805_p_131897841614397739L,p,train
5982,VALID_2686_p_131897817231675959L,p,test
5983,TRAIN_3965_f_131897836888112106L,f,train
5984,TRAIN_3581_b_131897838314010124L,b,train
5985,TRAIN_5957_f_131897867799324732L,f,train
5986,TRAIN_1502_a_131897799227960850L,a,train
5987,TRAIN_2504_f_131897814482486130L,f,train
5988,TRAIN_2168_a_131897817984256165L,a,train
5989,VALID_4192_b_131897840480524822L,b,test
5990,VALID_5621_b_131897862620414412L,b,test
5991,TRAIN_2065_a_131897816506376612L,a,train
5992,VALID_5212_b_131897856291108655L,b,test
5993,VALID_5857_p_131897866248459154L,p,test
5994,TEST_5254_p_131897856944094258L,p,valid
5995,TRAIN_5210_p_131897861992007839L,p,train
5996,VALID_5383_f_131897858953753357L,f,test
5997,TRAIN_493_a_131897794383195790L,a,train
5998,TRAIN_2784_b_131897826921880688L,b,train
5999,TRAIN_3091_f_131897831333830429L,f,train
6000,TRAIN_4243_a_131897847907017940L,a,train
6001,VALID_2057_p_131897816390901610L,p,test
6002,VALID_636_p_131897796321088971L,p,test
6003,VALID_680_f_131897796934400137L,f,test
6004,TRAIN_2665_f_131897816921118713L,f,train
6005,TRAIN_3049_f_131897830730824085L,f,train
6006,TRAIN_4129_f_131897846229915891L,f,train
6007,TEST_3791_p_131897841412202148L,p,valid
6008,TRAIN_2043_a_131897816197299112L,a,train
6009,VALID_4234_b_131897841120549682L,b,test
6010,VALID_1119_b_131897793300667294L,b,test
6011,VALID_1009_p_131897791669206833L,p,test
6012,TRAIN_2732_a_131897817938619543L,a,train
6013,TEST_4144_b_131897846452425943L,b,valid
6014,TEST_1372_a_131897806653433298L,a,valid
6015,TRAIN_681_b_131897786869623131L,b,train
6016,TRAIN_3635_f_131897831753762098L,f,train
6017,TRAIN_3011_f_131897822196425654L,f,train
6018,TRAIN_3663_a_131897839525627001L,a,train
6019,TRAIN_4032_p_131897844835477995L,p,train
6020,TRAIN_568_f_131897785215661438L,f,train
6021,TRAIN_3609_f_131897838737934837L,f,train
6022,TEST_5209_p_131897861976225359L,p,valid
6023,TRAIN_971_f_131897791119305279L,f,train
6024,VALID_644_a_131897796436875622L,a,test
6025,TRAIN_178_b_131897779418715535L,b,train
6026,TRAIN_5468_a_131897865809054603L,a,train
6027,VALID_2947_b_131897829256841407L,b,test
6028,VALID_2248_p_131897819176964643L,p,test
6029,TRAIN_4068_a_131897845354566332L,a,train
6030,TRAIN_289_b_131897781040434087L,b,train
6031,TRAIN_3121_a_131897823884603646L,a,train
6032,TRAIN_3240_p_131897825701847510L,p,train
6033,TRAIN_2109_b_131897817137810230L,b,train
6034,VALID_5018_a_131897859199545585L,a,test
6035,TRAIN_347_f_131897792395290702L,f,train
6036,TRAIN_5507_f_131897866360328957L,f,train
6037,TRAIN_1407_a_131897797765146539L,a,train
6038,VALID_1566_f_131897800195017359L,f,test
6039,TRAIN_5061_b_131897853929258840L,b,train
6040,TEST_2760_p_131897818394620986L,p,valid
6041,TRAIN_5092_a_131897860273343256L,a,train
6042,VALID_3168_p_131897832436550342L,p,test
6043,TRAIN_1702_f_131897811418964049L,f,train
6044,TRAIN_4277_a_131897848385631740L,a,train
6045,VALID_1992_f_131897815481486810L,f,test
6046,TRAIN_1645_b_131897801413832777L,b,train
6047,TRAIN_5693_a_131897863696975672L,a,train
6048,TRAIN_39_p_131897788323531858L,p,train
6049,VALID_4495_a_131897845145974033L,a,test
6050,TRAIN_3694_f_131897832656477130L,f,train
6051,TRAIN_5597_a_131897862244395265L,a,train
6052,TRAIN_5041_a_131897859523622823L,a,train
6053,TRAIN_2851_b_131897819789163728L,b,train
6054,TRAIN_1490_a_131897799033174530L,a,train
6055,TRAIN_3137_a_131897831985590554L,a,train
6056,VALID_2842_p_131897819654940955L,p,test
6057,TEST_2416_f_131897813127990521L,f,valid
6058,VALID_1756_f_131897812173217703L,f,test
6059,TRAIN_1944_b_131897814807083277L,b,train
6060,TEST_379_a_131897792824842839L,a,valid
6061,TRAIN_3905_p_131897843027274849L,p,train
6062,TRAIN_3247_a_131897833579422038L,a,train
6063,TRAIN_5646_p_131897862990883844L,p,train
6064,TRAIN_1702_f_131897802253805576L,f,train
6065,VALID_4070_p_131897838554251428L,p,test
6066,VALID_3120_b_131897831744172436L,b,test
6067,TRAIN_2776_a_131897818654425701L,a,train
6068,TEST_3878_f_131897835533994503L,f,valid
6069,TRAIN_3365_b_131897827578023474L,b,train
6070,TRAIN_3898_p_131897842916800959L,p,train
6071,TRAIN_2343_p_131897820562805857L,p,train
6072,TRAIN_4946_a_131897858128715935L,a,train
6073,TEST_2400_f_131897812887394695L,f,valid
6074,TRAIN_2679_a_131897825413054988L,a,train
6075,TRAIN_2620_f_131897816232681640L,f,train
6076,VALID_3029_p_131897830443154284L,p,test
6077,TRAIN_2984_f_131897821776433709L,f,train
6078,TEST_1603_b_131897810016399334L,b,valid
6079,TRAIN_4132_a_131897839527187301L,a,train
6080,TRAIN_991_a_131897791412574666L,a,train
6081,VALID_4583_f_131897846531592369L,f,test
6082,TRAIN_3513_b_131897829879439226L,b,train
6083,TRAIN_1256_f_131897804998671593L,f,train
6084,VALID_3489_a_131897836987858863L,a,test
6085,TRAIN_5542_p_131897866844257257L,p,train
6086,VALID_1817_f_131897804010420072L,f,test
6087,TRAIN_791_a_131897798456343032L,a,train
6088,TRAIN_521_a_131897794764303185L,a,train
6089,TRAIN_252_a_131897791102730695L,a,train
6090,TRAIN_2234_b_131897810354243770L,b,train
6091,TRAIN_3588_a_131897831029614353L,a,train
6092,VALID_4998_b_131897852956309720L,b,test
6093,TRAIN_1352_p_131897806371232538L,p,train
6094,TRAIN_1330_p_131897806061999582L,p,train
6095,VALID_4914_b_131897857661665390L,b,test
6096,TEST_3445_a_131897836373459755L,a,valid
6097,TRAIN_131_f_131897778743291804L,f,train
6098,TRAIN_5757_p_131897869930955346L,p,train
6099,TRAIN_5949_f_131897867673900845L,f,train
6100,TRAIN_5636_f_131897862839923515L,f,train
6101,VALID_4890_f_131897851270455369L,f,test
6102,TEST_2265_p_131897810819806159L,p,valid
6103,TRAIN_3048_a_131897830715042657L,a,train
6104,TEST_4924_p_131897851807221304L,p,valid
6105,TRAIN_2861_f_131897819940558756L,f,train
6106,VALID_5725_p_131897864177120935L,p,test
6107,TRAIN_2626_p_131897824660045320L,p,train
6108,VALID_3101_a_131897831478838797L,a,test
6109,TRAIN_2364_f_131897812336160785L,f,train
6110,TRAIN_4928_f_131897851868663888L,f,train
6111,TEST_2600_a_131897824266744281L,a,valid
6112,VALID_135_a_131897789564368008L,a,test
6113,VALID_3884_f_131897842726949370L,f,test
6114,TRAIN_2544_p_131897815067729358L,p,train
6115,TRAIN_3945_b_131897836587848401L,b,train
6116,TRAIN_197_p_131897779691571084L,p,train
6117,VALID_879_f_131897789793061319L,f,test
6118,TRAIN_4112_f_131897839212254149L,f,train
6119,TRAIN_651_f_131897786417829406L,f,train
6120,VALID_4811_a_131897856163630555L,a,test
6121,VALID_1741_f_131897811961018525L,f,test
6122,TRAIN_3702_b_131897832776327586L,b,train
6123,TRAIN_2151_a_131897809096572879L,a,train
6124,TRAIN_3239_f_131897825688457729L,f,train
6125,TRAIN_5587_a_131897867486628703L,a,train
6126,TEST_2216_f_131897810086866625L,f,valid
6127,TRAIN_1680_p_131897801936685599L,p,train
6128,TRAIN_5607_b_131897867767424993L,b,train
6129,VALID_301_p_131897781219605410L,p,test
6130,TRAIN_4952_a_131897858223406518L,a,train
6131,VALID_1862_p_131897804707959084L,p,test
6132,TRAIN_3592_a_131897838485422645L,a,train
6133,TRAIN_3579_f_131897838286663913L,f,train
6134,VALID_4172_a_131897840164697246L,a,test
6135,TRAIN_5800_a_131897870565202611L,a,train
6136,TRAIN_3446_b_131897836387522433L,b,train
6137,TRAIN_3911_p_131897836056440502L,p,train
6138,TRAIN_3709_f_131897832881187804L,f,train
6139,TRAIN_88_p_131897788948872337L,p,train
6140,VALID_2624_b_131897824629574606L,b,test
